from_id,to_id,status,timestamp
person-0390,task-stage-cloud-day_30-03,not_started,
person-0390,task-stage-cloud-day_60-00,not_started,
person-0390,task-stage-cloud-day_60-01,not_started,
person-0390,task-stage-cloud-day_60-02,not_started,
person-0390,task-stage-cloud-day_90-00,not_started,
person-0390,task-stage-cloud-day_90-01,not_started,
person-0390,task-stage-cloud-day_90-02,not_started,
person-0391,task-stage-data-preboard-00,not_started,
person-0391,task-stage-data-preboard-01,not_started,
person-0391,task-stage-data-preboard-02,not_started,
person-0391,task-stage-data-preboard-03,not_started,
person-0391,task-stage-data-preboard-04,not_started,
person-0391,task-stage-data-day_1-00,not_started,
person-0391,task-stage-data-day_1-01,not_started,
person-0391,task-stage-data-day_1-02,not_started,
person-0391,task-stage-data-day_1-03,not_started,
person-0391,task-stage-data-day_1-04,not_started,
person-0391,task-stage-data-week_1-00,not_started,
person-0391,task-stage-data-week_1-01,not_started,
person-0391,task-stage-data-week_1-02,not_started,
person-0391,task-stage-data-week_1-03,not_started,
person-0391,task-stage-data-week_1-04,not_started,
person-0391,task-stage-data-day_30-00,not_started,
person-0391,task-stage-data-day_30-01,not_started,
person-0391,task-stage-data-day_30-02,not_started,
person-0391,task-stage-data-day_30-03,not_started,
person-0391,task-stage-data-day_60-00,not_started,
person-0391,task-stage-data-day_60-01,not_started,
person-0391,task-stage-data-day_60-02,not_started,
person-0391,task-stage-data-day_90-00,not_started,
person-0391,task-stage-data-day_90-01,not_started,
person-0391,task-stage-data-day_90-02,not_started,
person-0392,task-stage-cyber-preboard-00,not_started,
person-0392,task-stage-cyber-preboard-01,not_started,
person-0392,task-stage-cyber-preboard-02,not_started,
person-0392,task-stage-cyber-preboard-03,not_started,
person-0392,task-stage-cyber-preboard-04,not_started,
person-0392,task-stage-cyber-day_1-00,not_started,
person-0392,task-stage-cyber-day_1-01,not_started,
person-0392,task-stage-cyber-day_1-02,not_started,
person-0392,task-stage-cyber-day_1-03,not_started,
person-0392,task-stage-cyber-day_1-04,not_started,
person-0392,task-stage-cyber-week_1-00,not_started,
person-0392,task-stage-cyber-week_1-01,not_started,
person-0392,task-stage-cyber-week_1-02,not_started,
person-0392,task-stage-cyber-week_1-03,not_started,
person-0392,task-stage-cyber-week_1-04,not_started,
person-0392,task-stage-cyber-day_30-00,not_started,
person-0392,task-stage-cyber-day_30-01,not_started,
person-0392,task-stage-cyber-day_30-02,not_started,
person-0392,task-stage-cyber-day_30-03,not_started,
person-0392,task-stage-cyber-day_60-00,not_started,
person-0392,task-stage-cyber-day_60-01,not_started,
person-0392,task-stage-cyber-day_60-02,not_started,
person-0392,task-stage-cyber-day_90-00,not_started,
person-0392,task-stage-cyber-day_90-01,not_started,
person-0392,task-stage-cyber-day_90-02,not_started,
person-0393,task-stage-strategy-preboard-00,not_started,
person-0393,task-stage-strategy-preboard-01,not_started,
person-0393,task-stage-strategy-preboard-02,not_started,
person-0393,task-stage-strategy-preboard-03,not_started,
person-0393,task-stage-strategy-preboard-04,not_started,
person-0393,task-stage-strategy-day_1-00,not_started,
person-0393,task-stage-strategy-day_1-01,not_started,
person-0393,task-stage-strategy-day_1-02,not_started,
person-0393,task-stage-strategy-day_1-03,not_started,
person-0393,task-stage-strategy-day_1-04,not_started,
person-0393,task-stage-strategy-week_1-00,not_started,
person-0393,task-stage-strategy-week_1-01,not_started,
person-0393,task-stage-strategy-week_1-02,not_started,
person-0393,task-stage-strategy-week_1-03,not_started,
person-0393,task-stage-strategy-week_1-04,not_started,
person-0393,task-stage-strategy-day_30-00,not_started,
person-0393,task-stage-strategy-day_30-01,not_started,
person-0393,task-stage-strategy-day_30-02,not_started,
person-0393,task-stage-strategy-day_30-03,not_started,
person-0393,task-stage-strategy-day_60-00,not_started,
person-0393,task-stage-strategy-day_60-01,not_started,
person-0393,task-stage-strategy-day_60-02,not_started,
person-0393,task-stage-strategy-day_90-00,not_started,
person-0393,task-stage-strategy-day_90-01,not_started,
person-0393,task-stage-strategy-day_90-02,not_started,
person-0394,task-stage-appdev-preboard-00,not_started,
person-0394,task-stage-appdev-preboard-01,not_started,
person-0394,task-stage-appdev-preboard-02,not_started,
person-0394,task-stage-appdev-preboard-03,not_started,
person-0394,task-stage-appdev-preboard-04,not_started,
person-0394,task-stage-appdev-day_1-00,not_started,
person-0394,task-stage-appdev-day_1-01,not_started,
person-0394,task-stage-appdev-day_1-02,not_started,
person-0394,task-stage-appdev-day_1-03,not_started,
person-0394,task-stage-appdev-day_1-04,not_started,
person-0394,task-stage-appdev-week_1-00,not_started,
person-0394,task-stage-appdev-week_1-01,not_started,
person-0394,task-stage-appdev-week_1-02,not_started,
person-0394,task-stage-appdev-week_1-03,not_started,
person-0394,task-stage-appdev-week_1-04,not_started,
person-0394,task-stage-appdev-day_30-00,not_started,
person-0394,task-stage-appdev-day_30-01,not_started,
person-0394,task-stage-appdev-day_30-02,not_started,
person-0394,task-stage-appdev-day_30-03,not_started,
person-0394,task-stage-appdev-day_60-00,not_started,
person-0394,task-stage-appdev-day_60-01,not_started,
person-0394,task-stage-appdev-day_60-02,not_started,
person-0394,task-stage-appdev-day_90-00,not_started,
person-0394,task-stage-appdev-day_90-01,not_started,
person-0394,task-stage-appdev-day_90-02,not_started,
person-0395,task-stage-cloud-preboard-00,not_started,
person-0395,task-stage-cloud-preboard-01,not_started,
person-0395,task-stage-cloud-preboard-02,not_started,
person-0395,task-stage-cloud-preboard-03,not_started,
person-0395,task-stage-cloud-preboard-04,not_started,
person-0395,task-stage-cloud-day_1-00,not_started,
person-0395,task-stage-cloud-day_1-01,not_started,
person-0395,task-stage-cloud-day_1-02,not_started,
person-0395,task-stage-cloud-day_1-03,not_started,
person-0395,task-stage-cloud-day_1-04,not_started,
person-0395,task-stage-cloud-week_1-00,not_started,
person-0395,task-stage-cloud-week_1-01,not_started,
person-0395,task-stage-cloud-week_1-02,not_started,
person-0395,task-stage-cloud-week_1-03,not_started,
person-0395,task-stage-cloud-week_1-04,not_started,
person-0395,task-stage-cloud-day_30-00,not_started,
person-0395,task-stage-cloud-day_30-01,not_started,
person-0395,task-stage-cloud-day_30-02,not_started,
person-0395,task-stage-cloud-day_30-03,not_started,
person-0395,task-stage-cloud-day_60-00,not_started,
person-0395,task-stage-cloud-day_60-01,not_started,
person-0395,task-stage-cloud-day_60-02,not_started,
person-0395,task-stage-cloud-day_90-00,not_started,
person-0395,task-stage-cloud-day_90-01,not_started,
person-0395,task-stage-cloud-day_90-02,not_started,
person-0396,task-stage-data-preboard-00,not_started,
person-0396,task-stage-data-preboard-01,not_started,
person-0396,task-stage-data-preboard-02,not_started,
person-0396,task-stage-data-preboard-03,not_started,
person-0396,task-stage-data-preboard-04,not_started,
person-0396,task-stage-data-day_1-00,not_started,
person-0396,task-stage-data-day_1-01,not_started,
person-0396,task-stage-data-day_1-02,not_started,
person-0396,task-stage-data-day_1-03,not_started,
person-0396,task-stage-data-day_1-04,not_started,
person-0396,task-stage-data-week_1-00,not_started,
person-0396,task-stage-data-week_1-01,not_started,
person-0396,task-stage-data-week_1-02,not_started,
person-0396,task-stage-data-week_1-03,not_started,
person-0396,task-stage-data-week_1-04,not_started,
person-0396,task-stage-data-day_30-00,not_started,
person-0396,task-stage-data-day_30-01,not_started,
person-0396,task-stage-data-day_30-02,not_started,
person-0396,task-stage-data-day_30-03,not_started,
person-0396,task-stage-data-day_60-00,not_started,
person-0396,task-stage-data-day_60-01,not_started,
person-0396,task-stage-data-day_60-02,not_started,
person-0396,task-stage-data-day_90-00,not_started,
person-0396,task-stage-data-day_90-01,not_started,
person-0396,task-stage-data-day_90-02,not_started,
person-0397,task-stage-cyber-preboard-00,not_started,
person-0397,task-stage-cyber-preboard-01,not_started,
person-0397,task-stage-cyber-preboard-02,not_started,
person-0397,task-stage-cyber-preboard-03,not_started,
person-0397,task-stage-cyber-preboard-04,not_started,
person-0397,task-stage-cyber-day_1-00,not_started,
person-0397,task-stage-cyber-day_1-01,not_started,
person-0397,task-stage-cyber-day_1-02,not_started,
person-0397,task-stage-cyber-day_1-03,not_started,
person-0397,task-stage-cyber-day_1-04,not_started,
person-0397,task-stage-cyber-week_1-00,not_started,
person-0397,task-stage-cyber-week_1-01,not_started,
person-0397,task-stage-cyber-week_1-02,not_started,
person-0397,task-stage-cyber-week_1-03,not_started,
person-0397,task-stage-cyber-week_1-04,not_started,
person-0397,task-stage-cyber-day_30-00,not_started,
person-0397,task-stage-cyber-day_30-01,not_started,
person-0397,task-stage-cyber-day_30-02,not_started,
person-0397,task-stage-cyber-day_30-03,not_started,
person-0397,task-stage-cyber-day_60-00,not_started,
person-0397,task-stage-cyber-day_60-01,not_started,
person-0397,task-stage-cyber-day_60-02,not_started,
person-0397,task-stage-cyber-day_90-00,not_started,
person-0397,task-stage-cyber-day_90-01,not_started,
person-0397,task-stage-cyber-day_90-02,not_started,
person-0398,task-stage-strategy-preboard-00,not_started,
person-0398,task-stage-strategy-preboard-01,not_started,
person-0398,task-stage-strategy-preboard-02,not_started,
person-0398,task-stage-strategy-preboard-03,not_started,
person-0398,task-stage-strategy-preboard-04,not_started,
person-0398,task-stage-strategy-day_1-00,not_started,
person-0398,task-stage-strategy-day_1-01,not_started,
person-0398,task-stage-strategy-day_1-02,not_started,
person-0398,task-stage-strategy-day_1-03,not_started,
person-0398,task-stage-strategy-day_1-04,not_started,
person-0398,task-stage-strategy-week_1-00,not_started,
person-0398,task-stage-strategy-week_1-01,not_started,
person-0398,task-stage-strategy-week_1-02,not_started,
person-0398,task-stage-strategy-week_1-03,not_started,
person-0398,task-stage-strategy-week_1-04,not_started,
person-0398,task-stage-strategy-day_30-00,not_started,
person-0398,task-stage-strategy-day_30-01,not_started,
person-0398,task-stage-strategy-day_30-02,not_started,
person-0398,task-stage-strategy-day_30-03,not_started,
person-0398,task-stage-strategy-day_60-00,not_started,
person-0398,task-stage-strategy-day_60-01,not_started,
person-0398,task-stage-strategy-day_60-02,not_started,
person-0398,task-stage-strategy-day_90-00,not_started,
person-0398,task-stage-strategy-day_90-01,not_started,
person-0398,task-stage-strategy-day_90-02,not_started,
person-0399,task-stage-appdev-preboard-00,not_started,
person-0399,task-stage-appdev-preboard-01,not_started,
person-0399,task-stage-appdev-preboard-02,not_started,
person-0399,task-stage-appdev-preboard-03,not_started,
person-0399,task-stage-appdev-preboard-04,not_started,
person-0399,task-stage-appdev-day_1-00,not_started,
person-0399,task-stage-appdev-day_1-01,not_started,
person-0399,task-stage-appdev-day_1-02,not_started,
person-0399,task-stage-appdev-day_1-03,not_started,
person-0399,task-stage-appdev-day_1-04,not_started,
person-0399,task-stage-appdev-week_1-00,not_started,
person-0399,task-stage-appdev-week_1-01,not_started,
person-0399,task-stage-appdev-week_1-02,not_started,
person-0399,task-stage-appdev-week_1-03,not_started,
person-0399,task-stage-appdev-week_1-04,not_started,
person-0399,task-stage-appdev-day_30-00,not_started,
person-0399,task-stage-appdev-day_30-01,not_started,
person-0399,task-stage-appdev-day_30-02,not_started,
person-0399,task-stage-appdev-day_30-03,not_started,
person-0399,task-stage-appdev-day_60-00,not_started,
person-0399,task-stage-appdev-day_60-01,not_started,
person-0399,task-stage-appdev-day_60-02,not_started,
person-0399,task-stage-appdev-day_90-00,not_started,
person-0399,task-stage-appdev-day_90-01,not_started,
person-0399,task-stage-appdev-day_90-02,not_started,
